step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
356,PAYMENT,12259.28,C928254176,0.0,0.0,M839832352,0.0,0.0,0,0
304,PAYMENT,581.22,C872414356,134778.39,134197.17,M809643592,0.0,0.0,0,0
138,CASH_OUT,54840.33,C428576161,0.0,0.0,C1427825258,8002787.55,8057627.88,0,0
58,CASH_OUT,6501303.14,C1033290326,6501303.14,0.0,C1721246847,4439499.5,10940802.64,1,0
258,CASH_OUT,292112.01,C196006941,215687.0,0.0,C1198210128,0.0,292112.01,0,0
139,PAYMENT,25429.61,C198534149,0.0,0.0,M922289297,0.0,0.0,0,0
345,TRANSFER,166271.16,C1392757965,166271.16,0.0,C472347889,0.0,0.0,1,0
369,PAYMENT,23998.29,C410075020,0.0,0.0,M1154428354,0.0,0.0,0,0
212,CASH_IN,165451.49,C592692014,22292.0,187743.49,C602842691,913580.58,748129.1,0,0
395,CASH_IN,115977.07,C1440087115,9185.0,125162.07,C1788999460,0.0,0.0,0,0
666,TRANSFER,113336.41,C1184786020,113336.41,0.0,C1519560642,0.0,0.0,1,0
9,CASH_OUT,11308.0,C921533797,11308.0,0.0,C424669538,0.0,302550.56,1,0
370,TRANSFER,121774.52,C233551658,4945.0,0.0,C1986931545,17834.75,139609.27,0,0
355,CASH_IN,458674.84,C1348390035,62337.0,521011.84,C1931900213,1856528.12,1397853.27,0,0
372,CASH_OUT,5464727.14,C250061568,5464727.14,0.0,C1463443911,9012.39,5473739.54,1,0
658,CASH_OUT,54583.71,C288327856,54583.71,0.0,C1847735500,0.0,54583.71,1,0
612,TRANSFER,1023189.9,C1686587981,1023189.9,0.0,C833710849,0.0,0.0,1,0
48,PAYMENT,15511.77,C1149966239,0.0,0.0,M816762593,0.0,0.0,0,0
280,PAYMENT,7161.31,C738780147,25861.0,18699.69,M1058201828,0.0,0.0,0,0
250,CASH_OUT,44475.2,C295341679,40002.0,0.0,C2091732508,992558.38,1037033.58,0,0
212,TRANSFER,362988.52,C1442171840,362988.52,0.0,C1053252672,0.0,0.0,1,0
47,PAYMENT,8786.93,C989643416,293966.0,285179.07,M134012510,0.0,0.0,0,0
36,PAYMENT,8222.25,C1308484901,0.0,0.0,M909999365,0.0,0.0,0,0
131,CASH_OUT,44113.19,C1594759901,26265.0,0.0,C184885114,0.0,44113.19,0,0
186,PAYMENT,5658.35,C1998538115,0.0,0.0,M109278456,0.0,0.0,0,0
154,CASH_IN,168737.49,C1943058801,10861460.85,11030198.35,C889068746,214362.19,45624.7,0,0
709,TRANSFER,87541.41,C862377395,87541.41,0.0,C601150509,0.0,0.0,1,0
526,CASH_OUT,200008.33,C1319949415,200008.33,0.0,C1382326459,2959887.83,3159896.16,1,0
304,PAYMENT,4539.59,C617864152,49830.0,45290.41,M1102319361,0.0,0.0,0,0
78,TRANSFER,113829.89,C973342461,113829.89,0.0,C631818291,0.0,0.0,1,0
352,CASH_OUT,154052.34,C391483401,154052.34,0.0,C338683828,182065.24,336117.58,1,0
208,CASH_OUT,110254.67,C535313352,0.0,0.0,C1787565157,1178356.43,1288611.1,0,0
240,CASH_OUT,109836.14,C1354221039,0.0,0.0,C1321444640,185420.92,295257.07,0,0
252,CASH_IN,124100.34,C1657063538,642.0,124742.34,C1233901734,0.0,0.0,0,0
571,CASH_OUT,209300.22,C629955711,0.0,0.0,C1036614205,774309.67,983609.88,0,0
478,PAYMENT,5663.9,C966859879,0.0,0.0,M1066367520,0.0,0.0,0,0
184,CASH_OUT,147529.56,C1085360765,0.0,0.0,C1340941119,1910970.33,2058499.89,0,0
94,PAYMENT,10225.72,C1155821635,851580.0,841354.28,M596832214,0.0,0.0,0,0
211,CASH_IN,151105.79,C1633076571,51431.0,202536.79,C1602256924,2453064.46,2301958.67,0,0
184,PAYMENT,4522.19,C539600316,0.0,0.0,M1870661639,0.0,0.0,0,0
282,CASH_OUT,209496.12,C658387818,0.0,0.0,C1766090030,909823.06,1119319.18,0,0
240,PAYMENT,9745.17,C255490725,0.0,0.0,M1812687106,0.0,0.0,0,0
36,CASH_OUT,98445.8,C682547645,40126.0,0.0,C951716676,3047035.53,3145481.32,0,0
159,CASH_OUT,76877.95,C831564441,0.0,0.0,C3186578,990314.75,1067192.7,0,0
327,CASH_OUT,634385.97,C998715487,634385.97,0.0,C198443055,463366.45,1097752.42,1,0
371,PAYMENT,1731.75,C1448183256,88407.85,86676.1,M577626648,0.0,0.0,0,0
43,CASH_OUT,112303.96,C366279076,21104.0,0.0,C719759663,1882283.17,1994587.13,0,0
155,PAYMENT,9874.25,C431379152,21100.0,11225.75,M84045787,0.0,0.0,0,0
41,TRANSFER,642262.83,C1472082303,0.0,0.0,C1949587390,4250659.3,4892922.13,0,0
244,TRANSFER,1946.74,C2090764492,1946.74,0.0,C776246900,0.0,0.0,1,0
138,PAYMENT,9006.73,C956023605,6561.99,0.0,M445856063,0.0,0.0,0,0
188,CASH_OUT,5777706.65,C1812401668,5777706.65,0.0,C1367015586,0.0,5777706.65,1,0
376,CASH_OUT,184736.53,C459075982,0.0,0.0,C233232172,737520.43,922256.95,0,0
182,CASH_IN,86794.33,C1529668525,15654752.57,15741546.9,C1332485841,631454.94,544660.61,0,0
503,CASH_OUT,854065.31,C1383859392,854065.31,0.0,C431850862,80062.21,934127.52,1,0
571,CASH_OUT,134924.49,C627533483,9108.0,0.0,C1909090891,80326.92,215251.42,0,0
175,CASH_OUT,319208.14,C892428215,319208.14,0.0,C1209378395,1905620.3,2224828.44,1,0
358,CASH_OUT,376059.27,C141206514,376059.27,0.0,C1457638866,0.0,376059.27,1,0
320,CASH_OUT,34099.1,C193914526,34099.1,0.0,C918538157,0.0,34099.1,1,0
306,CASH_IN,248408.52,C1854246524,14287274.07,14535682.59,C1654401308,453634.49,205225.97,0,0
397,PAYMENT,2956.2,C1641008533,20865.0,17908.8,M1907313082,0.0,0.0,0,0
282,CASH_OUT,14488.08,C127868111,0.0,0.0,C1231917861,2868560.19,2883048.28,0,0
12,PAYMENT,3964.85,C2094656558,21402.0,17437.15,M2060146916,0.0,0.0,0,0
86,CASH_OUT,305817.12,C337026029,305817.12,0.0,C1022926752,0.0,305817.12,1,0
47,TRANSFER,225850.53,C362274629,225850.53,0.0,C2097224214,0.0,0.0,1,0
88,CASH_OUT,3607917.73,C1513663831,3607917.73,0.0,C1935735129,8391754.13,11999671.85,1,0
6,TRANSFER,17246.0,C1034673425,17246.0,0.0,C1379589736,0.0,101717.84,1,0
685,CASH_OUT,10000000.0,C1981814103,10000000.0,0.0,C1037865562,56142.18,10056142.18,1,0
208,CASH_IN,547579.99,C923557879,1856819.56,2404399.55,C600512569,652204.19,104624.2,0,0
518,TRANSFER,1165187.89,C199518027,1165187.89,0.0,C519508909,0.0,0.0,1,0
378,CASH_OUT,119754.12,C640839132,0.0,0.0,C1641842113,1174629.1,1294383.21,0,0
230,CASH_OUT,127675.51,C143790557,1011.0,0.0,C522369360,129454.83,257130.34,0,0
130,CASH_IN,259962.76,C68862643,435.0,260397.76,C1767398596,0.0,0.0,0,0
20,TRANSFER,974211.45,C231561329,0.0,0.0,C821271965,1177755.74,2151967.19,0,0
299,CASH_IN,139029.98,C927489298,702979.54,842009.52,C1293121553,204705.82,65675.85,0,0
38,CASH_OUT,218594.15,C261068198,8003.0,0.0,C2033913080,2533643.29,2848725.16,0,0
303,CASH_OUT,322585.04,C1362065573,322585.04,0.0,C1626419291,44013.15,366598.2,1,0
405,PAYMENT,23531.98,C2012466777,29902.0,6370.02,M660681855,0.0,0.0,0,0
2,CASH_OUT,14949.84,C395257482,14949.84,0.0,C1032986144,18161.79,33111.63,1,0
164,CASH_OUT,24622.34,C1202466260,45176.0,20553.66,C242133046,0.0,24622.34,0,0
212,CASH_OUT,927620.44,C36961525,927620.44,0.0,C1313128046,0.0,927620.44,1,0
9,PAYMENT,1500.85,C1861291949,0.0,0.0,M19242684,0.0,0.0,0,0
261,CASH_OUT,591032.52,C535182399,591032.52,0.0,C1176693072,30597.3,621629.81,1,0
625,TRANSFER,2480321.85,C1189052930,2480321.85,0.0,C1217650717,0.0,0.0,1,0
41,CASH_OUT,46079.11,C1067164763,0.0,0.0,C1448525331,1152372.17,1198451.28,0,0
341,CASH_OUT,3011102.29,C1012799951,3011102.29,0.0,C1240944469,1925102.87,4936205.15,1,0
546,CASH_OUT,97326.39,C293639029,0.0,0.0,C1090620820,5393178.1,5490504.48,0,0
9,TRANSFER,350705.74,C1452168793,350705.74,0.0,C399194578,0.0,1184633.07,1,0
701,CASH_OUT,79581.24,C272466753,79581.24,0.0,C547672572,143993.58,223574.82,1,0
203,CASH_OUT,319511.78,C1435560912,11575.0,0.0,C2073441574,3719350.03,4038861.81,0,0
159,CASH_IN,63210.64,C1017580419,6161539.22,6224749.86,C144250853,82582.52,19371.88,0,0
51,CASH_OUT,202887.77,C1064820575,202887.77,0.0,C26411328,0.0,202887.77,1,0
382,CASH_OUT,149768.13,C1820294401,8973.0,0.0,C1874032091,166048.23,315816.37,0,0
159,TRANSFER,301193.32,C2089040405,301193.32,0.0,C1669420376,0.0,0.0,1,0
159,PAYMENT,7366.62,C1549615919,0.0,0.0,M1321032865,0.0,0.0,0,0
249,PAYMENT,24335.19,C854971489,154183.92,129848.72,M2000800444,0.0,0.0,0,0
51,TRANSFER,567932.31,C710887172,567932.31,0.0,C2057229481,0.0,0.0,1,0
164,TRANSFER,1627389.26,C743239060,1627389.26,0.0,C1443003835,0.0,0.0,1,0
39,CASH_OUT,39013.3,C888856721,39013.3,0.0,C202101281,924162.55,1089489.11,1,0
526,TRANSFER,199940.02,C1980512356,199940.02,0.0,C591114803,0.0,0.0,1,0
162,CASH_OUT,245471.64,C773252869,0.0,0.0,C1915168024,377573.17,623044.81,0,0
139,PAYMENT,27113.63,C274755504,205063.0,177949.37,M1534844652,0.0,0.0,0,0
186,PAYMENT,11027.66,C1942324337,150006.0,138978.34,M501321568,0.0,0.0,0,0
208,PAYMENT,10613.58,C1232777513,0.0,0.0,M514057814,0.0,0.0,0,0
328,CASH_IN,50804.55,C1059743938,4073616.2,4124420.74,C228714056,429525.35,378720.81,0,0
687,TRANSFER,458845.55,C1038719684,458845.55,0.0,C452022612,0.0,0.0,1,0
261,TRANSFER,327951.99,C1293271708,0.0,0.0,C1615565724,518650.4,846602.38,0,0
250,PAYMENT,41404.37,C1701564840,39967.0,0.0,M522271960,0.0,0.0,0,0
16,CASH_IN,130738.66,C1307764620,330.0,131068.66,C1214351317,160.0,0.0,0,0
482,CASH_OUT,732198.35,C2105445146,732198.35,0.0,C10585515,673285.12,1405483.47,1,0
397,PAYMENT,14225.91,C313098302,10496.0,0.0,M171486044,0.0,0.0,0,0
395,PAYMENT,7384.78,C134165935,54145.86,46761.08,M562506937,0.0,0.0,0,0
322,CASH_OUT,71329.73,C872768364,71329.73,0.0,C634479660,0.0,71329.73,1,0
249,TRANSFER,4720554.95,C1305598780,4720554.95,0.0,C1860004180,0.0,0.0,1,0
183,CASH_IN,235927.13,C1471994126,3112683.12,3348610.25,C161182079,254374.08,143806.19,0,0
394,TRANSFER,147957.23,C1762704986,147957.23,0.0,C1857166842,0.0,0.0,1,0
203,CASH_OUT,6288.63,C1342094326,0.0,0.0,C1663330184,8634853.37,8641142.0,0,0
137,PAYMENT,32531.53,C990523214,0.0,0.0,M26347657,0.0,0.0,0,0
704,TRANSFER,1593189.25,C1100723027,1593189.25,0.0,C37939872,0.0,0.0,1,0
204,CASH_OUT,288169.87,C1009894966,0.0,0.0,C2107212281,546006.39,834176.26,0,0
228,CASH_OUT,355151.57,C943049260,355151.57,0.0,C591114183,1963631.51,2318783.07,1,0
286,CASH_IN,101170.5,C1010187023,18585149.73,18686320.23,C1006180073,261344.4,160173.9,0,0
403,PAYMENT,1177.09,C133440284,9826.33,8649.24,M1180543754,0.0,0.0,0,0
42,CASH_OUT,152959.41,C843998233,0.0,0.0,C755583709,5235610.78,5388570.19,0,0
656,CASH_OUT,9468064.05,C1372628002,9468064.05,0.0,C1058427074,100936.07,9569000.12,1,0
395,CASH_IN,82892.07,C156749400,2123718.35,2206610.43,C1084545612,496320.36,413428.29,0,0
330,PAYMENT,20791.94,C1471316536,323102.34,302310.4,M861825634,0.0,0.0,0,0
187,CASH_IN,228671.54,C2136578732,16122.0,244793.54,C1423650535,0.0,0.0,0,0
37,CASH_OUT,180057.08,C1678992586,0.0,0.0,C60462285,189580.58,369637.66,0,0
188,CASH_IN,206286.99,C1385620979,22373566.89,22579853.88,C1761580683,958464.76,752177.77,0,0
208,CASH_OUT,335036.96,C1563300683,0.0,0.0,C1415969036,411170.13,746207.09,0,0
183,CASH_OUT,2075328.73,C949325212,2075328.73,0.0,C804306879,0.0,2075328.73,1,0
61,TRANSFER,55062.46,C960647528,55062.46,0.0,C1203056408,0.0,0.0,1,0
250,CASH_OUT,292517.34,C1929815470,325.0,0.0,C292088667,508031.51,800548.85,0,0
129,PAYMENT,3359.34,C1279240805,0.0,0.0,M704714320,0.0,0.0,0,0
518,TRANSFER,333524.2,C2006282643,0.0,0.0,C344494381,433580.5,767104.7,0,0
703,TRANSFER,6498297.7,C1720178910,6498297.7,0.0,C322380690,0.0,0.0,1,0
323,CASH_OUT,58795.5,C628221693,0.0,0.0,C710952824,302959.62,361755.12,0,0
322,CASH_OUT,2274766.1,C2063172145,2274766.1,0.0,C835515236,0.0,2274766.1,1,0
43,PAYMENT,3173.25,C307129929,183792.3,180619.06,M319568160,0.0,0.0,0,0
326,CASH_IN,27048.33,C1120629519,10605498.18,10632546.51,C1286165175,477121.83,450073.5,0,0
130,PAYMENT,403.09,C331707375,0.0,0.0,M609916186,0.0,0.0,0,0
305,CASH_OUT,381048.0,C1800956036,29533.0,0.0,C2030602460,10073595.22,10454643.22,0,0
203,CASH_OUT,24346.94,C2013992252,0.0,0.0,C1196351807,281857.85,306204.8,0,0
260,PAYMENT,5614.35,C1239566964,299697.0,294082.65,M1520443718,0.0,0.0,0,0
140,CASH_OUT,119712.53,C757688983,0.0,0.0,C1415688420,383214.0,502926.52,0,0
617,CASH_OUT,10000000.0,C803647471,10000000.0,0.0,C1820998538,0.0,10000000.0,1,0
203,TRANSFER,550444.61,C519754126,2658.0,0.0,C2049697703,1013792.25,1564236.86,0,0
98,TRANSFER,8055.06,C1421921119,8055.06,0.0,C133340407,0.0,0.0,1,0
151,TRANSFER,147080.42,C1639051922,147080.42,0.0,C862738497,0.0,0.0,1,0
411,CASH_OUT,427373.65,C1090338431,427373.65,0.0,C347796427,64983.82,492357.46,1,0
372,CASH_IN,157926.06,C1347059350,25381753.0,25539679.06,C1451679809,4431920.36,4273994.3,0,0
15,PAYMENT,6433.68,C1974186899,0.0,0.0,M541134680,0.0,0.0,0,0
278,CASH_OUT,75822.96,C363420036,11688.0,0.0,C957103265,1372761.55,1448584.52,0,0
135,CASH_OUT,19423.17,C928758025,0.0,0.0,C1326645274,8767343.48,8786766.65,0,0
132,PAYMENT,7590.5,C1077315034,0.0,0.0,M1077337480,0.0,0.0,0,0
326,PAYMENT,21548.5,C766253103,68987.0,47438.5,M564371207,0.0,0.0,0,0
37,CASH_IN,129657.69,C1124259066,27925.0,157582.69,C526259863,48980.86,0.0,0,0
7,PAYMENT,3805.94,C1005782739,0.0,0.0,M5308857,0.0,0.0,0,0
500,CASH_IN,27265.82,C788407022,7413601.2,7440867.02,C13239372,195692.26,168426.44,0,0
724,TRANSFER,200482.72,C1392628098,200482.72,0.0,C1996959376,0.0,0.0,1,0
36,CASH_OUT,311115.62,C103816787,25.0,0.0,C1180137176,5450931.37,5762046.99,0,0
264,PAYMENT,6861.62,C1530544393,8505.0,1643.38,M2022498099,0.0,0.0,0,0
284,TRANSFER,164502.06,C1521362379,164502.06,0.0,C951883743,0.0,0.0,1,0
184,CASH_OUT,402866.12,C1838789130,11132.0,0.0,C1253886904,36259.62,439125.74,0,0
201,CASH_OUT,90258.08,C1802774893,0.0,0.0,C1408538096,1413088.78,1503346.86,0,0
34,TRANSFER,1462355.44,C2112073607,1462355.44,0.0,C399994587,0.0,0.0,1,0
66,TRANSFER,3444943.59,C1900819473,3444943.59,0.0,C526266879,0.0,0.0,1,0
405,TRANSFER,973805.75,C10712954,973805.75,0.0,C354003512,0.0,0.0,1,0
37,PAYMENT,33705.31,C1726481784,25333.0,0.0,M931732015,0.0,0.0,0,0
331,PAYMENT,5864.67,C1440423344,0.0,0.0,M660686672,0.0,0.0,0,0
595,TRANSFER,310583.59,C919250929,481.0,0.0,C49677756,239403.05,549986.64,0,0
681,PAYMENT,6735.39,C1646169146,0.0,0.0,M1605126214,0.0,0.0,0,0
192,PAYMENT,10698.99,C272839597,70088.0,59389.01,M1179978806,0.0,0.0,0,0
17,TRANSFER,1639676.27,C15998296,1639676.27,0.0,C1652158314,0.0,0.0,1,0
235,CASH_IN,476431.37,C785004661,9651436.75,10127868.13,C1925615043,588134.3,111702.93,0,0
611,CASH_OUT,1418168.85,C1964276843,1418168.85,0.0,C164163741,10398440.86,11816609.71,1,0
363,TRANSFER,6513531.58,C875187668,6513531.58,0.0,C1712764754,0.0,0.0,1,0
378,CASH_OUT,409595.29,C29477369,183934.0,0.0,C1980958820,167921.29,577516.58,0,0
33,PAYMENT,6773.99,C637108845,0.0,0.0,M780509626,0.0,0.0,0,0
308,CASH_IN,17121.19,C1747644592,3017003.79,3034124.98,C880756543,34451.78,17330.58,0,0
180,CASH_IN,129612.94,C1613469516,873.0,130485.94,C1227563334,0.0,0.0,0,0
95,TRANSFER,8775594.43,C1917836086,8775594.43,0.0,C1694421805,0.0,0.0,1,0
292,TRANSFER,21859.86,C1683177798,21859.86,0.0,C1271955069,0.0,0.0,1,0
228,TRANSFER,426902.12,C162640921,82205.88,0.0,C2030761564,527018.86,953920.98,0,0
259,CASH_OUT,140072.94,C737151325,0.0,0.0,C422326886,578088.43,718161.37,0,0
237,PAYMENT,6836.16,C1580915991,0.0,0.0,M568181534,0.0,0.0,0,0
276,PAYMENT,236.64,C500077896,43710.54,43473.9,M712590152,0.0,0.0,0,0
293,TRANSFER,530124.99,C1969299825,530124.99,0.0,C1985038646,0.0,0.0,1,0
260,CASH_OUT,130947.36,C966832912,0.0,0.0,C1608287701,893234.15,1024181.51,0,0
330,CASH_OUT,47678.56,C1587529622,0.0,0.0,C999347358,275010.59,322689.15,0,0
403,CASH_OUT,196254.03,C2032582234,196254.03,0.0,C677415412,0.0,196254.03,1,0
329,CASH_OUT,170391.59,C1764395805,0.0,0.0,C1268653113,2408901.54,2579293.13,0,0
229,CASH_OUT,331110.07,C278199014,0.0,0.0,C1391099295,12606680.87,12937790.94,0,0
212,CASH_OUT,99231.25,C896158038,856.0,0.0,C1814940798,195585.11,294816.36,0,0
139,CASH_OUT,21607.03,C113247112,21079.0,0.0,C530328528,626191.35,647798.38,0,0
509,TRANSFER,2656973.04,C1019433665,2656973.04,0.0,C90138221,0.0,0.0,1,0
133,CASH_OUT,899782.7,C1241123022,899782.7,0.0,C28614156,106863.62,1006646.32,1,0
154,CASH_IN,112220.88,C1418176246,43968.0,156188.88,C1443454818,486673.45,374452.57,0,0
690,TRANSFER,205974.59,C1350683752,0.0,0.0,C806066173,1391372.18,1597346.78,0,0
131,TRANSFER,1286558.6,C1770709496,30800.0,0.0,C1244629262,0.0,1286558.6,0,0
129,CASH_IN,186233.21,C695729497,637456.15,823689.36,C779755439,678454.65,492221.44,0,0
213,CASH_OUT,216809.77,C92667719,0.0,0.0,C1738169987,465039.15,681848.92,0,0
573,CASH_OUT,66765.32,C1989891404,88.0,0.0,C1233857577,199617.61,266382.93,0,0
251,CASH_IN,383411.06,C1846075461,20459.0,403870.06,C1383859384,83479.54,0.0,0,0
164,CASH_OUT,214636.92,C786086843,70588.0,0.0,C1138551599,2152512.78,2367149.7,0,0
259,CASH_OUT,234893.72,C13171947,12565.0,0.0,C1443686264,622893.56,857787.28,0,0
308,CASH_OUT,256364.58,C300806301,0.0,0.0,C1160687897,543586.38,799950.96,0,0
1,CASH_OUT,416001.33,C749981943,0.0,0.0,C667346055,102.0,9291619.62,1,0
687,CASH_OUT,210553.86,C219786008,0.0,0.0,C1062430038,220624.45,431178.31,0,0
724,CASH_OUT,309488.9,C2064051443,309488.9,0.0,C782792546,924407.13,1233896.04,1,0
400,CASH_OUT,245155.25,C1770262477,245155.25,0.0,C499608473,547471.95,792627.19,1,0
164,PAYMENT,11534.13,C513761611,100857.0,89322.87,M903808073,0.0,0.0,0,0
331,CASH_OUT,72542.75,C2142960148,4043.0,0.0,C2082780561,0.0,72542.75,0,0
73,CASH_OUT,400157.86,C1959804825,400157.86,0.0,C1005460442,0.0,400157.86,1,0
369,PAYMENT,30664.97,C1424461558,0.0,0.0,M2062289685,0.0,0.0,0,0
582,CASH_OUT,781988.85,C1367702961,781988.85,0.0,C2040799056,0.0,781988.85,1,0
44,PAYMENT,2693.9,C1926337810,0.0,0.0,M1994064927,0.0,0.0,0,0
352,TRANSFER,1962548.46,C139606427,1962548.46,0.0,C2082743623,0.0,0.0,1,0
134,CASH_IN,315979.66,C1236000076,105476.0,421455.66,C968973980,0.0,0.0,0,0
243,CASH_OUT,793886.87,C840188997,793886.87,0.0,C1959131299,1841967.2,2635854.07,1,0
333,PAYMENT,43379.55,C1322570769,1226.0,0.0,M1240500827,0.0,0.0,0,0
325,CASH_OUT,30846.84,C1162806660,30846.84,0.0,C1165026794,851418.16,882265.0,1,0
35,CASH_OUT,33891.9,C615132088,0.0,0.0,C1134075142,523583.02,557474.93,0,0
189,PAYMENT,28774.23,C205263918,205291.0,176516.77,M864288540,0.0,0.0,0,0
34,CASH_IN,151839.01,C1827776169,1840.0,153679.01,C1052752628,225220.55,73381.54,0,0
275,CASH_IN,182267.61,C97094972,10796169.83,10978437.43,C366108482,184872.84,2605.23,0,0
133,CASH_OUT,185707.26,C285159406,82434.0,0.0,C631247546,404078.9,589786.16,0,0
350,CASH_OUT,2728625.68,C67550882,2728625.68,0.0,C58470057,8454424.24,11183049.93,1,0
181,CASH_OUT,5096.11,C1047789754,0.0,0.0,C1543659240,6685801.44,6690897.54,0,0
16,TRANSFER,475289.1,C102714444,0.0,0.0,C845329744,932746.27,1911912.73,0,0
157,PAYMENT,10338.72,C1072289728,205.0,0.0,M654358547,0.0,0.0,0,0
40,TRANSFER,1589850.94,C47932832,10434.0,0.0,C9292837,674880.75,2264731.69,0,0
386,CASH_OUT,10000000.0,C634268681,10000000.0,0.0,C879312587,1950323.28,11950323.28,1,0
279,CASH_OUT,200963.2,C414306637,284688.0,83724.8,C1329315232,0.0,200963.2,0,0
371,CASH_OUT,11630.38,C778960214,11630.38,0.0,C816129508,36945.1,48575.48,1,0
307,TRANSFER,485561.69,C252287949,486.0,0.0,C1289581431,487530.52,973092.21,0,0
10,CASH_OUT,26757.81,C927029323,0.0,0.0,C277823336,441004.68,516522.4,0,0
709,PAYMENT,9687.92,C607891980,20015.0,10327.08,M939272567,0.0,0.0,0,0
491,CASH_OUT,449199.47,C1192213620,449199.47,0.0,C70209751,224957.93,674157.4,1,0
101,TRANSFER,2222544.0,C1529282032,2222544.0,0.0,C72798591,0.0,0.0,1,0
13,CASH_IN,301409.28,C918667873,3876177.21,4177586.49,C2012808675,1536099.07,1149909.3,0,0
686,CASH_IN,209085.59,C2053924505,1999576.55,2208662.14,C393116242,2696573.02,2487487.43,0,0
161,CASH_OUT,5332.14,C422873035,107322.0,101989.86,C1999255462,0.0,5332.14,0,0
683,TRANSFER,6545346.16,C2078436803,6545346.16,0.0,C653053938,0.0,0.0,1,0
399,CASH_IN,18986.6,C1560842994,30671.0,49657.6,C1260467367,0.0,0.0,0,0
281,PAYMENT,9378.81,C446767074,0.0,0.0,M2092804215,0.0,0.0,0,0
648,TRANSFER,398045.73,C1389887414,398045.73,0.0,C452478400,0.0,0.0,1,0
559,TRANSFER,175290.91,C651261892,175290.91,0.0,C211349976,0.0,0.0,1,0
172,TRANSFER,692984.55,C548545362,692984.55,0.0,C373573022,0.0,0.0,1,0
7,PAYMENT,3904.07,C1859349571,2562.0,0.0,M59295878,0.0,0.0,0,0
306,CASH_IN,203666.78,C1334758706,7356712.96,7560379.75,C2110647908,892399.35,688732.57,0,0
41,TRANSFER,2885466.96,C739578791,2885466.96,0.0,C1562052816,0.0,0.0,1,0
7,CASH_OUT,441445.58,C398085606,441445.58,0.0,C2072030256,98993.5,0.0,1,0
278,PAYMENT,5429.43,C1464748066,10371.0,4941.57,M854352466,0.0,0.0,0,0
551,CASH_OUT,3227.06,C1441570263,3227.06,0.0,C1115712953,110314.88,113541.94,1,0
213,CASH_IN,239699.39,C1420053196,7853747.3,8093446.69,C2138902915,383634.71,143935.32,0,0
258,TRANSFER,3737.49,C830216626,21393.0,17655.51,C410208621,95256.24,98993.73,0,0
471,CASH_IN,105797.72,C726879671,2440186.54,2545984.26,C430363603,329421.14,223623.42,0,0
276,PAYMENT,30594.97,C939982455,44536.74,13941.77,M353519317,0.0,0.0,0,0
365,TRANSFER,86258.11,C1449357986,86258.11,0.0,C185244782,0.0,0.0,1,0
9,CASH_OUT,419376.85,C1105839262,0.0,0.0,C2007792854,539670.33,959047.18,0,0
664,CASH_OUT,171935.25,C625073662,171935.25,0.0,C1553779926,1659262.19,1831197.43,1,0
203,TRANSFER,594887.22,C1679511897,198993.0,0.0,C1479919685,133535.05,728422.27,0,0
280,CASH_OUT,269176.22,C1008646854,205866.0,0.0,C956821303,131440.83,400617.05,0,0
497,CASH_OUT,10000000.0,C25889412,10000000.0,0.0,C1671906752,714460.87,10714460.87,1,0
153,TRANSFER,109008.53,C1551236270,109008.53,0.0,C1615265325,0.0,0.0,1,0
325,CASH_OUT,188355.47,C337387559,2510.0,0.0,C1513629727,287124.15,475479.61,0,0
179,CASH_OUT,194657.18,C1297812264,76444.0,0.0,C2110771942,0.0,194657.18,0,0
11,PAYMENT,25796.27,C1547540398,50793.0,24996.73,M1852791419,0.0,0.0,0,0
561,TRANSFER,1383818.98,C833791313,1383818.98,0.0,C586813963,0.0,0.0,1,0
193,TRANSFER,103368.58,C1773981009,103368.58,0.0,C1173174828,0.0,0.0,1,0
235,PAYMENT,1842.7,C2135743937,5316.53,3473.83,M1770677050,0.0,0.0,0,0
326,CASH_OUT,424962.9,C191725289,424962.9,0.0,C1157386392,322327.23,747290.13,1,0
131,CASH_IN,24746.51,C468169073,10530182.73,10554929.24,C1727336375,198846.86,174100.35,0,0
25,CASH_OUT,296333.54,C1938399138,296333.54,0.0,C257884050,3355664.68,3651998.22,1,0
526,CASH_OUT,319883.28,C804647095,319883.28,0.0,C2035017998,102882.01,422765.29,1,0
156,CASH_OUT,20636.78,C1489632108,0.0,0.0,C241762479,1560921.06,1581557.84,0,0
25,TRANSFER,1698263.69,C1865185181,1698263.69,0.0,C388097316,0.0,0.0,1,0
138,PAYMENT,4788.95,C125872216,0.0,0.0,M1625147189,0.0,0.0,0,0
132,PAYMENT,14044.2,C144823299,106090.0,92045.8,M1840249805,0.0,0.0,0,0
577,TRANSFER,113687.0,C379022466,113687.0,0.0,C1223894198,0.0,0.0,1,0
240,TRANSFER,103949.5,C82400750,103949.5,0.0,C1711150495,0.0,0.0,1,0
580,CASH_OUT,628697.26,C1683118896,628697.26,0.0,C1072985725,0.0,628697.26,1,0
284,CASH_OUT,498747.55,C1268687725,498747.55,0.0,C1524935695,0.0,498747.55,1,0
204,CASH_OUT,270330.41,C1926948115,142749.75,0.0,C1282788025,2661962.52,2932292.93,0,0
198,TRANSFER,2634032.61,C742596177,2634032.61,0.0,C1639263930,0.0,0.0,1,0
183,PAYMENT,30970.4,C818555004,0.0,0.0,M54069205,0.0,0.0,0,0
